REPORTE GESTION DE LOCALIZACION DE BOLSINES IDA 05/12/2017 10:58

EVENTO: BOLSINES GENERADOS EN ACARA - Destino: REGISTRO AUTOMOTOR

desde 04/12/2017   hasta 04/12/2017

CODIGO DESTINO;TIPO DESTINO;DESCRIPCION DESTINO;USUARIO EVENTO;FECHA/HORA EVENTO;ID T&T;NRO.PRECINTO;FACTURA(INTERNO ACARA);PESO ACARA;PESO MAILROOM;ULTIMO ESTADO EN VEDIA;NRO.GUIA
24006;R;USHUAIA 3                  (V);0KM;04/12/2017 07:47:35;PP030414275AR;512538;c201700245774;1,495;1,525;EXPEDIDO;18969
24006;R;USHUAIA 3                  (V);VERDES;04/12/2017 13:19:06;PP030418317AR;986411;C201700245668;0,685;0,835;EXPEDIDO;18973
24006;R;USHUAIA 3                  (V);0KM;04/12/2017 13:50:08;PP030422594AR;;C201700245860;8,485;7,245;EXPEDIDO;18972
25084;R;TIGRE A;0KM;04/12/2017 07:46:56;PP030414235AR;512132;c201700245775;3,975;3,935;EXPEDIDO;18969
25084;R;TIGRE A;VERDES;04/12/2017 13:18:56;PP030418294AR;986452;C201700245669;2,555;2,610;EXPEDIDO;18973
25084;R;TIGRE A;0KM;04/12/2017 14:05:35;PP030423039AR;512015;C201700245887;8,760;8,745;EXPEDIDO;18976
25084;R;TIGRE A;PACK;04/12/2017 14:39:57;PP030425539AR;512376;C201700226439/9172/9173/31388/31728;2,025;1,965;EXPEDIDO;18977
26100;R;CAPITAL FEDERAL A;0KM;04/12/2017 07:47:56;PP030414292AR;512103;c201700245776;1,345;1,500;EXPEDIDO;18969
26100;R;CAPITAL FEDERAL A;PACK;04/12/2017 11:48:56;PP030416792AR;174715;3201700002090;0,575;0,515;EXPEDIDO;18970
26100;R;CAPITAL FEDERAL A;VERDES;04/12/2017 13:17:01;PP030418135AR;986415;C201700245670;1,495;1,585;EXPEDIDO;18973
26100;R;CAPITAL FEDERAL A;0KM;04/12/2017 14:05:52;PP030423073AR;512063;C201700245888;3,055;3,035;EXPEDIDO;18976
28042;R;CORDOBA C;VERDES;04/12/2017 13:16:43;PP030418113AR;986489;C201700245671;1,500;1,515;EXPEDIDO;18973
28042;R;CORDOBA C;0KM;04/12/2017 14:06:07;PP030423113AR;512088;C201700245889;3,040;3,025;EXPEDIDO;18976
28044;R;CORDOBA D;0KM;04/12/2017 08:02:19;PP030414876AR;512039;c201700245777;1,420;1,445;EXPEDIDO;18969
28044;R;CORDOBA D;VERDES;04/12/2017 13:18:04;PP030418232AR;986464;C201700245673;1,500;1,530;EXPEDIDO;18973
28044;R;CORDOBA D;VERDES;04/12/2017 13:18:45;PP030418277AR;986225;C201700245672;1,915;1,905;EXPEDIDO;18973
28044;R;CORDOBA D;0KM;04/12/2017 14:24:54;PP030424771AR;512069;C201700245890;3,045;2,995;EXPEDIDO;18976
30002;R;GRAL. SAN MARTIN A (H);0KM;04/12/2017 08:03:44;PP030414916AR;C512036;c201700245778;6,295;6,355;EXPEDIDO;18969
30002;R;GRAL. SAN MARTIN A (H);0KM;04/12/2017 08:04:03;PP030414933AR;512082;c201700245778;6,315;6,275;EXPEDIDO;18969
30002;R;GRAL. SAN MARTIN A (H);VERDES;04/12/2017 13:17:27;PP030418175AR;986408;C201700245674;0,005;4,585;EXPEDIDO;18973
30002;R;GRAL. SAN MARTIN A (H);0KM;04/12/2017 14:06:59;PP030423192AR;512094;C201700245891;11,690;11,725;EXPEDIDO;18976
30002;R;GRAL. SAN MARTIN A (H);0KM;04/12/2017 14:07:29;PP030423250AR;512018;C201700245891;11,715;11,815;EXPEDIDO;18976
30006;R;RESISTENCIA A;0KM;04/12/2017 08:06:37;PP030414995AR;512027;c201700245779;6,030;6,375;EXPEDIDO;18969
30006;R;RESISTENCIA A;0KM;04/12/2017 08:06:44;PP030415015AR;512020;c201700245779;6,390;6,215;EXPEDIDO;18969
30006;R;RESISTENCIA A;0KM;04/12/2017 08:06:51;PP030415032AR;512022;c201700245779;6,420;6,555;EXPEDIDO;18969
30006;R;RESISTENCIA A;0KM;04/12/2017 08:06:57;PP030415050AR;512009;c201700245779;6,395;6,430;EXPEDIDO;18969
30006;R;RESISTENCIA A;VERDES;04/12/2017 13:18:32;PP030418250AR;986402;c201700245675;3,475;3,485;EXPEDIDO;18973
30006;R;RESISTENCIA A;0KM;04/12/2017 14:11:49;PP030423674AR;512046;C201700245892;8,785;8,780;EXPEDIDO;18976
30006;R;RESISTENCIA A;0KM;04/12/2017 14:12:02;PP030423714AR;512091;C201700245892;14,485;14,485;EXPEDIDO;18976
30006;R;RESISTENCIA A;0KM;04/12/2017 14:12:29;PP030423759AR;512074;C201700245892;14,470;14,545;EXPEDIDO;18976
30006;R;RESISTENCIA A;0KM;04/12/2017 14:12:50;PP030423793AR;512055;C201700245892;14,520;14,665;EXPEDIDO;18976
30006;R;RESISTENCIA A;0KM;04/12/2017 14:13:05;PP030423833AR;512080;C201700245892;14,605;14,605;EXPEDIDO;18976
30006;R;RESISTENCIA A;0KM;04/12/2017 14:13:48;PP030423895AR;512045;C201700245892;14,685;14,650;EXPEDIDO;18976
30006;R;RESISTENCIA A;0KM;04/12/2017 14:13:58;PP030423918AR;512041;C201700245892;15,195;14,555;EXPEDIDO;18976
30006;R;RESISTENCIA A;0KM;04/12/2017 14:14:20;PP030423935AR;512096;C201700245892;14,535;14,805;EXPEDIDO;18976
30009;R;RESISTENCIA "B";0KM;04/12/2017 08:16:44;PP030415196AR;512139;c201700245780;6,395;6,395;EXPEDIDO;18969
30009;R;RESISTENCIA "B";0KM;04/12/2017 08:16:54;PP030415219AR;512174;c201700245780;6,395;6,495;EXPEDIDO;18969
30009;R;RESISTENCIA "B";0KM;04/12/2017 08:17:24;PP030415236AR;512136;c201700245780;5,405;6,530;EXPEDIDO;18969
30009;R;RESISTENCIA "B";0KM;04/12/2017 08:17:34;PP030415253AR;512149;c201700245780;6,385;6,385;EXPEDIDO;18969
30009;R;RESISTENCIA "B";0KM;04/12/2017 08:17:53;PP030415275AR;512126;c201700245780;6,350;6,605;EXPEDIDO;18969
30009;R;RESISTENCIA "B";0KM;04/12/2017 08:18:03;PP030415298AR;512141;c201700245780;6,410;6,300;EXPEDIDO;18969
30009;R;RESISTENCIA "B";0KM;04/12/2017 08:18:18;PP030415315AR;512185;c201700245780;6,425;6,725;EXPEDIDO;18969
30009;R;RESISTENCIA "B";0KM;04/12/2017 08:18:53;PP030415338AR;512175;c201700245780;6,240;6,380;EXPEDIDO;18969
30009;R;RESISTENCIA "B";VERDES;04/12/2017 13:15:38;PP030418011AR;986490;C201700245676;10,465;10,725;EXPEDIDO;18973
30009;R;RESISTENCIA "B";VERDES;04/12/2017 13:16:06;PP030418039AR;986495;C201700245676;9,565;9,790;EXPEDIDO;18973
30009;R;RESISTENCIA "B";0KM;04/12/2017 14:15:12;PP030424017AR;512044;C201700245893;3,065;3,050;EXPEDIDO;18976
30009;R;RESISTENCIA "B";0KM;04/12/2017 14:15:29;PP030424051AR;512090;C201700245893;14,555;14,590;EXPEDIDO;18976
30009;R;RESISTENCIA "B";0KM;04/12/2017 14:15:46;PP030424096AR;512059;C201700245893;14,610;14,635;EXPEDIDO;18976
30009;R;RESISTENCIA "B";0KM;04/12/2017 14:16:46;PP030424153AR;512042;C201700245893;14,570;14,595;EXPEDIDO;18976
30009;R;RESISTENCIA "B";0KM;04/12/2017 14:17:13;PP030424215AR;512051;C201700245893;14,515;14,530;EXPEDIDO;18976
30009;R;RESISTENCIA "B";0KM;04/12/2017 14:17:36;PP030424255AR;512067;C201700245893;15,635;14,605;EXPEDIDO;18976
30009;R;RESISTENCIA "B";0KM;04/12/2017 14:18:20;PP030424290AR;512092;C201700245893;14,530;0,000;BAJA;
30009;R;RESISTENCIA "B";0KM;04/12/2017 14:19:35;PP030424391AR;512076;C201700245893;14,530;14,785;EXPEDIDO;18976
33003;R;FORMOSA A                  (P);0KM;04/12/2017 15:13:14;PP030428518AR;174800;reenvioA201700019799;0,380;0,275;EXPEDIDO;18980
42001;R;SAN JUAN A;0KM;04/12/2017 08:13:42;PP030415077AR;512001;c201700245781;10,215;10,225;EXPEDIDO;18969
42001;R;SAN JUAN A;0KM;04/12/2017 08:13:55;PP030415094AR;512003;c201700245781;6,485;6,425;EXPEDIDO;18969
42001;R;SAN JUAN A;0KM;04/12/2017 08:14:02;PP030415117AR;512011;c201700245781;6,475;6,460;EXPEDIDO;18969
42001;R;SAN JUAN A;0KM;04/12/2017 08:14:17;PP030415134AR;512177;c201700245781;6,525;6,135;EXPEDIDO;18969
42001;R;SAN JUAN A;0KM;04/12/2017 08:14:28;PP030415151AR;512026;c201700245781;6,445;6,415;EXPEDIDO;18969
42001;R;SAN JUAN A;0KM;04/12/2017 08:14:35;PP030415179AR;512119;c201700245781;6,455;6,425;EXPEDIDO;18969
42001;R;SAN JUAN A;VERDES;04/12/2017 13:20:09;PP030418419AR;986228;C201700245677;6,885;7,065;EXPEDIDO;18973
42001;R;SAN JUAN A;VERDES;04/12/2017 13:20:42;PP030418436AR;986231;C201700245677;9,260;9,290;EXPEDIDO;18973
42001;R;SAN JUAN A;0KM;04/12/2017 14:19:01;PP030424357AR;512075;C201700245894;11,675;11,665;EXPEDIDO;18976
42001;R;SAN JUAN A;0KM;04/12/2017 14:19:55;PP030424431AR;512043;C201700245894;14,555;14,525;EXPEDIDO;18976
42001;R;SAN JUAN A;0KM;04/12/2017 14:20:09;PP030424459AR;512073;C201700245894;14,485;14,500;EXPEDIDO;18976
42001;R;SAN JUAN A;0KM;04/12/2017 14:20:23;PP030424493AR;512056;C201700245894;14,525;14,560;EXPEDIDO;18976
42001;R;SAN JUAN A;0KM;04/12/2017 14:20:37;PP030424533AR;512093;C201700245894;14,645;14,665;EXPEDIDO;18976
45002;R;CA¥ADA DE GOMEZ "A" MAVI   (S);0KM;04/12/2017 07:53:58;PP030414451AR;512033;c201700245782;3,915;4,040;EXPEDIDO;18969
45002;R;CA¥ADA DE GOMEZ "A" MAVI   (S);VERDES;04/12/2017 13:16:32;PP030418073AR;986499;C201700245678;3,140;3,190;EXPEDIDO;18973
45002;R;CA¥ADA DE GOMEZ "A" MAVI   (S);0KM;04/12/2017 14:23:16;PP030424697AR;512066;C201700245895;5,935;5,900;EXPEDIDO;18976
45008;R;GALVEZ A                   (S);VERDES;04/12/2017 13:19:56;PP030418396AR;986230;C201700245679;1,310;1,315;EXPEDIDO;18973
45013;R;ROSARIO A;0KM;04/12/2017 07:54:13;PP030414479AR;512035;c201700245783;3,945;3,870;EXPEDIDO;18969
45013;R;ROSARIO A;VERDES;04/12/2017 13:19:32;PP030418351AR;986412;C201700245680;1,715;1,865;EXPEDIDO;18973
45013;R;ROSARIO A;0KM;04/12/2017 14:23:52;PP030424737AR;512060;C201700245896;5,735;6,180;EXPEDIDO;18976
45043;R;SANTA FE B                 (S);VERDES;04/12/2017 13:19:43;PP030418379AR;986217;C201700245681;1,815;1,940;EXPEDIDO;18973
51021;R;DAIREAUX (MAVI)            (B);VERDES;04/12/2017 13:33:22;PP030420134AR;986263;C201700245682;0,295;0,275;EXPEDIDO;18973
51034;R;JUNIN (MAVI)               (B);0KM;04/12/2017 08:02:46;PP030414893AR;512101;c201700245784;0,825;0,815;EXPEDIDO;18969
51034;R;JUNIN (MAVI)               (B);PACK;04/12/2017 11:53:49;PP030417210AR;174776;A201700020114;0,305;0,255;EXPEDIDO;18970
51034;R;JUNIN (MAVI)               (B);VERDES;04/12/2017 13:34:08;PP030420298AR;986290;C201700245683;0,460;0,455;EXPEDIDO;18973
54004;R;CANALS (MAVI)              (X);VERDES;04/12/2017 13:33:57;PP030420236AR;986226;C201700245684;0,250;0,485;EXPEDIDO;18973
54018;R;UCACHA (MAVI)              (X);0KM;04/12/2017 07:55:54;PP030414553AR;512023;c201700245785;2,065;2,020;EXPEDIDO;18969
54018;R;UCACHA (MAVI)              (X);VERDES;04/12/2017 13:32:49;PP030420032AR;986277;C201700245686;0,695;0,695;EXPEDIDO;18973
54018;R;UCACHA (MAVI)              (X);VERDES;04/12/2017 13:32:59;PP030420050AR;986276;C201700245685;0,820;0,830;EXPEDIDO;18973
54031;R;VICU¥A MACKENNA (MAVI)     (X);0KM;04/12/2017 07:56:15;PP030414575AR;512052;c201700245786;1,505;1,520;EXPEDIDO;18969
54031;R;VICU¥A MACKENNA (MAVI)     (X);VERDES;04/12/2017 13:34:39;PP030420430AR;986287;C201700245687;0,380;0,395;EXPEDIDO;18973
58001;R;BASAVILBASO (MAVI)         (E);VERDES;04/12/2017 13:33:10;PP030420094AR;986299;C201700245688;0,255;0,320;EXPEDIDO;18973
58010;R;GUALEGUAY (MAVI)           (E);0KM;04/12/2017 07:57:13;PP030414615AR;512014;C201700245787;1,470;1,345;EXPEDIDO;18969
61003;R;GENERAL PICO (MAVI)        (L);0KM;04/12/2017 07:58:35;PP030414690AR;512016;c201700245788;3,450;3,465;EXPEDIDO;18969
71004;R;CA¥ADA DE GOMEZ (MAVI)     (S);VERDES;04/12/2017 13:34:18;PP030420338AR;986278;C201700245689;0,535;0,580;EXPEDIDO;18973
71007;R;ESPERANZA (MAVI)           (S);0KM;04/12/2017 07:58:58;PP030414712AR;512049;c201700245789;0,825;0,885;EXPEDIDO;18969
71007;R;ESPERANZA (MAVI)           (S);VERDES;04/12/2017 13:33:35;PP030420179AR;986298;C201700245690;0,315;0,335;EXPEDIDO;18973
CANTIDAD DE BOLSINES:  800

PESO TOTAL ACARA: 2707,270

PESO TOTAL MAILROOM: 2715,145
